DATE,FC,오류 유형,오류 내용,PO ID,IPR,벤더ID,벤더명,상품바코드,상품명,수량,PLT,"택배 or 
 업체직접회수",택배 주소,담당자/contact,운송장 출력,"SRMS
 업체회신 일자","D+6
 폐기조건","최종
 처리완료일",최종 처리,Remark 날자,메모,"운송장번호
 (자동)","택배
 진행상태","집하일자
 (택배)","배달일자
 (택배)","화물상태
 (원본)",매칭구분,"중복/재신고
 점검",매칭행(h)
2026-06-18,,1.파손,1) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),133829353,IPR0017069979,A01682153,주릭스 유한회사,S0038004858837,37-LMQ-CANZHUO / 백색암판 90cm 4인용,2,1,업체직접회수,,,FALSE,2026-06-22,O,2026-06-23,업체 트럭 회송,,,,,,,,,,
2026-06-18,,16.기타,1) 기준중량초과//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),134076888,IPR0017069830,A01261940,(유)잉주,S0037477790954,33-yzy-cz005 / 유자나무 120cm 8인용,7,1,업체직접회수,,,FALSE,,O,2026-07-14,D+6 폐기,2026-07-14,폐기존 이동 완료,,,,,,,,
2026-06-18,,16.기타,1) 기준중량초과//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),134076888,IPR0017069831,A01261940,(유)잉주,S0037477790955,33-yzy-cz005 / 흰색 120cm 8인용,7,1,업체직접회수,,,FALSE,,O,2026-07-14,D+6 폐기,2026-07-14,폐기존 이동 완료,,,,,,,,
2026-06-18,,16.기타,1) 발주마감/택배발송예정입니다/직접회수 필요시 영업일 기준 D+6까지 SRMS시스템 회송방법 등록 요망/SRMS미등록시 택배발송/반송시 폐기/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),129426613,IPR0017069980,A01446580,파워업 유한회사,S0037650690495,[로컬라이브] 슬림 책상 XH101A / 밀크 화이트 70 x 35 x75,6,1,택배,경기도 양주시 고암동 397 유한킴벌리,010-9848-7902,TRUE,2026-06-30,O,2026-06-30,택배 회송,,,,미확인,,,,미매칭,,
2026-06-18,,16.기타,1) 재신고) / 발주마감/택배발송예정입니다/직접회수 필요시 영업일 기준 D+6까지 SRMS시스템 회송방법 등록 요망/SRMS미등록시 택배발송/반송시 폐기/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),130829742,IPR0017069981,A01663676,얌리 유한회사,S0037604635852,Yumly 304 스텐 편수 냄비 인덕션 1인용 라면냄비 / 1개 실버 20cm,120,1,택배,"인천광역시 중구 서해대로140번길 20 (서원목재,1동&2동)",8210-8369-6436,TRUE,,O,2026-06-24,택배 회송,,,2662-8452-5220,인수완료,2026-06-19,2026-06-24,인수자등록,정확(IPR),최신건,1251
2026-06-18,,16.기타,1) 발주마감/택배발송예정입니다/직접회수 필요시 영업일 기준 D+6까지 SRMS시스템 회송방법 등록 요망/SRMS미등록시 택배발송/반송시 폐기/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),127922158,IPR0017069982,A01630600,넬리,S0037381729800,AD-030 소프트엣지 나무형 스탠드옷걸이 / 브라운,1,1,택배,충청남도 당진시 송악읍 고잔로 249 창고,8210-9137-6810,TRUE,,O,2026-06-24,택배 회송,,,2662-8452-5371,인수완료,2026-06-19,2026-06-24,인수자등록,정확(IPR),,1266
2026-06-18,,16.기타,1) 발주마감/택배발송예정입니다/직접회수 필요시 영업일 기준 D+6까지 SRMS시스템 회송방법 등록 요망/SRMS미등록시 택배발송/반송시 폐기/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),129034503,IPR0017069984,A01509473,호리전엑스 유한회사,S0036455803046,FY - ywsnx / 1개 투명 57.7*39.7*68 cm,1,1,택배,인천광역시 중구 서해대로209번길 68 4층,8210-9135-9129,TRUE,,O,2026-07-14,택배반송 폐기,2026-07-14,폐기존 이동 완료,2662-8452-5382,인수완료,2026-06-19,2026-06-24,인수자등록,정확(IPR),,1267
2026-06-18,,1.파손,1) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),133326445,IPR0017069833,A01706454,온프리,S2026032508603,RF-086 1인용 좌식 쇼파 / 크림 화이트 1개,4,1,업체직접회수,,,FALSE,2026-06-19,O,2026-07-14,D+6 폐기,2026-07-14,폐기존 이동 완료,,,,,,,,
2026-06-18,,1.파손,1) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),133326445,IPR0017069834,A01706454,온프리,S2026032508604,RF-086 1인용 좌식 쇼파 / 라이트 오렌지 1개,1,1,업체직접회수,,,FALSE,2026-06-19,O,2026-07-14,D+6 폐기,2026-07-14,폐기존 이동 완료,,,,,,,,
2026-06-18,,1.파손,1) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),133326445,IPR0017069835,A01706454,온프리,S2026032508605,RF-086 1인용 좌식 쇼파 / 진 그레이 1개,3,1,업체직접회수,,,FALSE,2026-06-19,O,2026-07-14,D+6 폐기,2026-07-14,폐기존 이동 완료,,,,,,,,
2026-06-18,,1.파손,1) 박스파손/택배발송예정입니다/직접회수 필요시 영업일 기준 D+6까지 SRMS시스템 회송방법 등록 요망/SRMS미등록시 택배발송/반송시 폐기/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),132120251,IPR0017069987,A01619328,다줄께 유한회사,S0037423728372,SeekFun BX2-PP / 1개 블랙,1,1,택배,인천광역시 서구 북항로177번길 88 인천광역시 서구 원창동 393-203,8210-7894-7971,TRUE,,O,2026-07-14,택배반송 폐기,2026-07-14,폐기존 이동 완료,2662-8452-5393,인수완료,2026-06-19,2026-06-24,인수자등록,정확(IPR),,1268
2026-06-18,,16.기타,1) 발주마감/택배발송예정입니다/직접회수 필요시 영업일 기준 D+6까지 SRMS시스템 회송방법 등록 요망/SRMS미등록시 택배발송/반송시 폐기/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),131850045,IPR0017069988,A01688459,다이아나홈,S0037800399496,DH-054 가방걸이 / 1개 화이트,1,1,택배,충청남도 당진시 송악읍 고잔로 249 창고,8210-9137-6810,TRUE,,O,2026-06-24,택배 회송,,,2662-8452-5404,인수완료,2026-06-19,2026-06-24,인수자등록,정확(IPR),,1269
2026-06-18,,1.파손,1) 박스파손/택배발송예정입니다/직접회수 필요시 영업일 기준 D+6까지 SRMS시스템 회송방법 등록 요망/SRMS미등록시 택배발송/반송시 폐기/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),132120251,IPR0017069821,A01619328,다줄께 유한회사,S0037658725351,MADE IN CHINA SeekFun 좌식 의자 piaochuangkaobeiyi-HH / 베이지(CL) 1개,3,1,택배,인천광역시 서구 북항로177번길 88 인천광역시 서구 원창동 393-203,8210-7894-7971,TRUE,,O,2026-07-09,택배 회송,,,2662-8452-5415,인수완료,2026-06-19,2026-07-09,인수자등록,정확(IPR),,1270
2026-06-18,,1.파손,1) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),133326445,IPR0017069818,A01706454,온프리,S2026033013804,MH-138 네모 협탁 / 1개 블랙,1,1,업체직접회수,,,FALSE,2026-06-19,O,2026-07-14,D+6 폐기,2026-07-14,폐기존 이동 완료,,,,,,,이전건(재신고 의심),
2026-06-18,,1.파손,1) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),133326445,IPR0017069817,A01706454,온프리,S2026033013802,MH-138 네모 협탁 / 1개 우드,2,1,업체직접회수,,,FALSE,2026-06-19,O,2026-07-14,D+6 폐기,2026-07-14,폐기존 이동 완료,,,,,,,최신건,
2026-06-18,,1.파손,1) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),133326445,IPR0017069816,A01706454,온프리,S2026033013801,MH-138 네모 협탁 / 1개 화이트,1,1,업체직접회수,,,FALSE,2026-06-19,O,2026-07-14,D+6 폐기,2026-07-14,폐기존 이동 완료,,,,,,,최신건,
2026-06-18,,1.파손,1) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),133326445,IPR0017069815,A01706454,온프리,S2026052019101,RF-191 5단 각도조절 베드테이블 / 화이트,2,1,업체직접회수,,,FALSE,2026-06-19,O,2026-07-14,D+6 폐기,2026-07-14,폐기존 이동 완료,,,,,,,,
2026-06-18,,1.파손,1) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),133326445,IPR0017069814,A01706454,온프리,S0032640243285,라온프리 다용도 접이식 좌식 베드 침대 테이블 책상 / 중형(60x40) 블랙,1,1,업체직접회수,,,FALSE,2026-06-19,O,2026-07-14,D+6 폐기,2026-07-14,폐기존 이동 완료,,,,,,,,
2026-06-18,,1.파손,1) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),133326445,IPR0017069813,A01706454,온프리,S0032640243277,라온프리 다용도 접이식 좌식 베드 침대 테이블 책상 / 중형(60x40) 화이트,4,1,업체직접회수,,,FALSE,2026-06-19,O,2026-07-14,D+6 폐기,2026-07-14,폐기존 이동 완료,,,,,,,,
2026-06-18,,1.파손,1) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),133326445,IPR0017069812,A01706454,온프리,S0033327006982,라온프리 다용도 접이식 좌식 베드 침대 테이블 책상 / 대형(70X48) 블랙,2,1,업체직접회수,,,FALSE,2026-06-19,O,2026-07-14,D+6 폐기,2026-07-14,폐기존 이동 완료,,,,,,,,
2026-06-18,,1.파손,1) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),133326445,IPR0017069811,A01706454,온프리,S0033327006986,라온프리 다용도 접이식 좌식 베드 침대 테이블 책상 / 대형(70X48) 화이트,5,1,업체직접회수,,,FALSE,2026-06-19,O,2026-07-14,D+6 폐기,2026-07-14,폐기존 이동 완료,,,,,,,,
2026-06-18,,16.기타,3) 발주마감/택배발송예정입니다/직접회수 필요시 영업일 기준 D+6까지 SRMS시스템 회송방법 등록 요망/SRMS미등록시 택배발송/반송시 폐기/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),130762058,IPR0017069992,A00549780,도미토리스토어,S0033677326266,라이프앤컴 초강력 압축봉 460cm까지 / 화이트 70~110cm,10,1,택배,경기도 남양주시 별내면 송산로373번길 56 2동 더그림,8270-4571-4217,TRUE,,O,2026-07-14,택배반송 폐기,2026-07-14,폐기존 이동 완료,2662-8452-5441,인수완료,2026-06-19,2026-06-24,인수자등록,정확(IPR),,1273
2026-06-18,,16.기타,1) 박스파손/택배발송예정입니다/직접회수 필요시 영업일 기준 D+6까지 SRMS시스템 회송방법 등록 요망/SRMS미등록시 택배발송/반송시 폐기/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),130947545,IPR0017043043,A01619328,다줄께 유한회사,S0037602113796,SeekFun 접이식 소파베드 슬라이딩-ZZ MADE IN CHINA / 베이지 80cm,1,1,택배,인천광역시 서구 북항로177번길 88 인천광역시 서구 원창동 393-203,8210-7894-7971,TRUE,,O,2026-06-20,택배 회송,,,2662-8452-5544,집하완료,2026-06-19,2026-06-20,(상태없음),정확(IPR),,1283
2026-06-18,,1.파손,1) 재신고) 택배발송 불가로 업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),130872611,IPR0017069993,A01428981,유한회사 아우어가구,S0036370893874,Hazoae 크림스타일 대리석무늬 탁자 사이드테이블 북유럽스타일 원형거실테이블 / 80x80x39CM,1,1,업체직접회수,,,FALSE,2026-06-23,O,2026-06-23,D+6 폐기,2026-07-14,폐기존 이동 완료,,,,,,,최신건,
2026-06-18,,16.기타,1) 재신고) 박스파손/택배발송 불가로 업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),130872611,IPR0017069994,A01428981,유한회사 아우어가구,S0036370486620,Hazoae 베이지스톤페인트탁자 북유럽 타원형 거실 테이블 / 100x80x35CM,1,1,업체직접회수,,,FALSE,2026-06-23,O,2026-06-23,D+6 폐기,2026-07-14,폐기존 이동 완료,,,,,,,최신건,
2026-06-18,,16.기타,1) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),132176650,IPR0017069996,A00571668,웰라운드 무역,S0035289755617,철제 거실 책장 / 5단 800 x 300 x 1560mm 화이트,3,1,업체직접회수,,,FALSE,2026-06-22,O,2026-07-03,업체 트럭 회송,,,,,,,,,,
2026-06-18,,1.파손,1) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),132176650,IPR0017069997,A00571668,웰라운드 무역,S0034504378858,하이퍼랙 컴퓨터 책상 / 1400 x 600 x 740mm 카본 화이트,1,1,업체직접회수,,,FALSE,2026-06-22,O,2026-07-03,업체 트럭 회송,,,,,,,,,,
2026-06-18,,16.기타,1) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),133326445,IPR0017069836,A01706454,온프리,S2026033013804,MH-138 네모 협탁 / 1개 블랙,60,1,업체직접회수,,,FALSE,2026-06-19,O,2026-07-14,D+6 폐기,2026-07-14,폐기존 이동 완료,,,,,,,최신건,
2026-06-18,,16.기타,1) S0037404859744 20개unit 오착 / 택배발송예정입니다/직접회수 필요시 영업일 기준 D+6까지 SRMS시스템 회송방법 등록 요망/SRMS미등록시 택배발송/반송시 폐기/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),132695090,IPR0017069837,A01638994,벨리오스 유한회사,S0037404859745,신발장 / 2단 그레이 80cm,20,1,택배,경기도 평택시 포승읍 포승장안로 109 평택시 포승읍 석정리 310-1,8210-9761-1413,TRUE,,O,2026-06-25,택배 회송,,,2662-8452-5555,인수완료,2026-06-19,2026-06-25,인수자등록,정확(IPR),,1284
2026-06-18,,1.파손,1) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),133204637,IPR0017069839,A01706454,온프리,S2026031206203,RF-062 우드 트롤리 / 우드,56,1,업체직접회수,,,FALSE,2026-06-19,O,2026-07-14,D+6 폐기,2026-07-14,폐기존 이동 완료,,,,,,,,
2026-06-18,,1.파손,1) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),129028842,IPR0017043044,A01366310,이코드롭 유한회사,S0034531968984,AORAN 1+1 각도조절 경량 접이식 캠핑 의자 세트 / 2개 블랙 두 배의 통기,1,1,업체직접회수,,,FALSE,,O,2026-06-30,업체 트럭 회송,,,,,,,,,,
2026-06-18,,16.기타,1) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),129028842,IPR0017043045,A01366310,이코드롭 유한회사,S0034531968974,AORAN 1+1 각도조절 경량 접이식 캠핑 의자 세트 / 2개 검은색,4,1,업체직접회수,,,FALSE,,O,2026-06-30,업체 트럭 회송,,,,,,,,,,
2026-06-18,,16.기타,1) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),129028842,IPR0017043046,A01366310,이코드롭 유한회사,S0034530436707,AORAN 아웃도어 릴렉스 접이식 캠핑 의자 / 검은색 2개,2,1,업체직접회수,,,FALSE,,O,2026-06-30,업체 트럭 회송,,,,,,,,,,
2026-06-18,,1.파손,1) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),129028842,IPR0017043047,A01366310,이코드롭 유한회사,S0034531968981,AORAN 1+1 각도조절 경량 접이식 캠핑 의자 세트 / 2개 카키 두 배의 통기,1,1,업체직접회수,,,FALSE,,O,2026-06-30,업체 트럭 회송,,,,,,,,,,
2026-06-22,,16.기타,1) 박스파손/택배발송예정입니다/직접회수 필요시 영업일 기준 D+6까지 SRMS시스템 회송방법 등록 요망/SRMS미등록시 택배발송/반송시 폐기/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),131473939,IPR0017069947,A01606194,제이드추이 유한회사,S0036219996194,하루꿈 접이식 메쉬 의자 학생용 사무실용 허리 편한 컴퓨터 회의실 바퀴없는 실용 의자 / 블랙,3,1,택배,경기도 평택시 포승읍 포승장안로 109 평택시 포승읍 석정리 310-1,8210-9761-1413,TRUE,,O,2026-06-29,택배 회송,,,2662-8457-9164,인수완료,2026-06-24,2026-06-29,인수자등록,정확(IPR),,1314
2026-06-22,,16.기타,1.박스파손/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),131332962,IPR0017096635,A01688459,다이아나홈,S0037734573525,DH-002 회전 트롤리 / 4단 블랙,1,1,택배,충청남도 당진시 송악읍 고잔로 249 창고,8210-9137-6810,TRUE,,O,2026-06-26,택배 회송,,,2662-8457-9190,인수완료,2026-06-24,2026-06-26,인수자등록,정확(IPR),,1317
2026-06-22,,16.기타,1.발주마감/업체직접회수요청드립니다/영업일기준D+6까지 SRMS시스템에 미등록시 상품 폐기 예정/회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),131104359,IPR0017096633,A01177129,주식회사 유니홈,S0032571913598,Unihome 높이조절 이동식 사이드 테이블 컴퓨터 책상 / 우드 800×400 이동식 테이블,1,1,업체직접회수,,,FALSE,2026-06-23,O,2026-06-25,업체 트럭 회송,,,,,,,,,최신건,
2026-06-22,,16.기타,1.발주마감/업체직접회수요청드립니다/영업일기준D+6까지 SRMS시스템에 미등록시 상품 폐기 예정/회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),131104359,IPR0017096632,A01177129,주식회사 유니홈,S0032957830972,Unihome E0급 튼튼한 1인용 학생 공부 컴퓨터 책상 사무용 테이블 / 1200×580 테이블 책상 고급 화이트,1,1,업체직접회수,,,FALSE,2026-06-23,O,2026-06-25,업체 트럭 회송,,,,,,,,,,
2026-06-22,,16.기타,1.발주마감/업체직접회수요청드립니다/영업일기준D+6까지 SRMS시스템에 미등록시 상품 폐기 예정/회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),131104359,IPR0017096634,A01177129,주식회사 유니홈,S0036349718097,Unihome E0급 튼튼한 1인용 학생 공부 컴퓨터 책상 사무용 테이블 / 원목색 800×400 테이블 책상,2,1,업체직접회수,,,FALSE,2026-06-23,O,2026-06-25,업체 트럭 회송,,,,,,,,,,
2026-06-22,,1.파손,1) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),133507681,IPR0017076584,A01682153,주릭스 유한회사,S0037934631691,ANYOU 식탁 의자 F036 / 그레이 + 화이트 2개,1,1,업체직접회수,,,FALSE,2026-06-22,O,2026-06-23,업체 트럭 회송,,,,,,,,,,
2026-06-22,,16.기타,1) 기준중량초과//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),133507681,IPR0017076585,A01682153,주릭스 유한회사,S0037961313193,37-zzh-canzhuo / 화이트 1400mm 4인용,3,1,업체직접회수,,,FALSE,2026-06-22,O,2026-06-23,업체 트럭 회송,,,,,,,,,최신건,
2026-06-22,,16.기타,1) 발주 외 상품 S00346818120320 6unit 입고/택배발송예정입니다/직접회수 필요시 영업일 기준 D+6까지 SRMS시스템 회송방법 등록 요망/SRMS미등록시 택배발송/반송시 폐기/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),133087154,IPR0017069949,A01096856,유한회사 인라시티,S0032913072054,GAPINO 현관코일매트 코일발매트 / 1개 그레이 120cm X 300cm,6,1,택배,인천광역시 서구 북항로 335 c동 24호문(baima-gzyy),8210-2717-3122,TRUE,,O,2026-07-16,택배 회송,,,2662-8457-9201,인수완료,2026-06-24,2026-07-16,인수자등록,정확(IPR),이전건(재신고 의심),1318
2026-06-22,,1.파손,1.박스파손/업체직접회수요청드립니다/영업일기준D+6까지 SRMS시스템에 미등록시 상품 폐기 예정/회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),132005768,IPR0017096630,A01407924,런투패션 유한회사,S0034948351037,한국식 스테인리스 5단 전자레인지 호환 수납대 / 흑색,1,2,업체직접회수,,,FALSE,2026-06-29,O,2026-07-22,D+6 폐기,2026-07-15,폐기존 이동 완료,,,,,,,,
2026-06-22,,1.파손,1.박스파손/업체직접회수요청드립니다/영업일기준D+6까지 SRMS시스템에 미등록시 상품 폐기 예정/회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),132005768,IPR0017096631,A01407924,런투패션 유한회사,S0034948351036,한국식 스테인리스 5단 전자레인지 호환 수납대 / 백색,1,2,업체직접회수,,,FALSE,2026-06-29,O,2026-07-22,D+6 폐기,2026-07-21,폐기존 이동 완료,,,,,,,,
2026-06-22,,1.파손,1.박스파손/업체직접회수요청드립니다/영업일기준D+6까지 SRMS시스템에 미등록시 상품 폐기 예정/회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),132005768,IPR0017096629,A01407924,런투패션 유한회사,S0037872565295,빈티지 무드 이동식 수납 트롤리 일반형 와이드형 주방 거실 욕실 다용도 인테리어 선반 카트 / 나무색 39.5x28x89cm,1,2,업체직접회수,,,FALSE,2026-06-29,O,2026-07-22,D+6 폐기,2026-07-21,폐기존 이동 완료,,,,,,,,
2026-06-22,,1.파손,1.박스파손/업체직접회수요청드립니다/영업일기준D+6까지 SRMS시스템에 미등록시 상품 폐기 예정/회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),132005768,IPR0017096627,A01407924,런투패션 유한회사,S0037872565296,빈티지 무드 이동식 수납 트롤리 일반형 와이드형 주방 거실 욕실 다용도 인테리어 선반 카트 / 나무색 78x28x89cm,2,2,업체직접회수,,,FALSE,2026-06-29,O,2026-07-22,D+6 폐기,2026-07-21,폐기존 이동 완료,,,,,,,,
2026-06-22,,1.파손,1.박스파손/업체직접회수요청드립니다/영업일기준D+6까지 SRMS시스템에 미등록시 상품 폐기 예정/회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),132005768,IPR0017096628,A01407924,런투패션 유한회사,S0034874248351,인체공학 게이밍 체어 장시간 편안한 등받이 높이조절 의자 / 60x60x116 화이트 프레임 블랙 패드 3D 업그레이드 버,10,2,업체직접회수,,,FALSE,2026-06-29,O,2026-07-22,D+6 폐기,2026-07-21,폐기존 이동 완료,,,,,,,,
2026-06-22,,1.파손,1.박스파손/업체직접회수요청드립니다/영업일기준D+6까지 SRMS시스템에 미등록시 상품 폐기 예정/회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),132005768,IPR0017096625,A01407924,런투패션 유한회사,S0034874248350,인체공학 게이밍 체어 장시간 편안한 등받이 높이조절 의자 / 60x60x116 블랙 프레임 블랙 패드 3D 업그레이드 버전,18,2,업체직접회수,,,FALSE,2026-06-29,O,2026-07-22,D+6 폐기,2026-07-21,폐기존 이동 완료,,,,,,,이전건(재신고 의심),
2026-06-22,,1.파손,1) 박스파손/택배발송예정입니다/직접회수 필요시 영업일 기준 D+6까지 SRMS시스템 회송방법 등록 요망/SRMS미등록시 택배발송/반송시 폐기/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),132710812,IPR0017076590,A00030937,모노리스글로벌,S0037545246122,루넬 거꾸로티슈 4겹 도톰한 먼지없는 대나무 프리미엄 벽걸이 화장지 / 12개 250매입,9,1,택배,경상북도 예천군 호명읍 새움3로 36 705호,82-1644-5671,TRUE,,O,2026-06-26,택배 회송,,,2662-8457-9260,인수완료,2026-06-24,2026-06-26,인수자등록,정확(IPR),,1324
2026-06-22,,16.기타,1.발주마감/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),130567572,IPR0017096626,A01411514,디다하우스 유한회사,S0035839741537,Homily 미끄럼방지 현관매트 업소용 출입구 발매트 발판 매트 / 1개 80x120cm 그레이,20,2,택배,인천광역시 연수구 국제항만대로 160 IGFC (인천글로벌풀필먼트센터) 통다글로벌 3층 5번 도크 앞,8210-8229-8975,TRUE,,O,2026-06-26,택배 회송,,입고 진행,2662-8457-9352,집하완료,2026-06-24,2026-06-25,(상태없음),정확(IPR),,1333
